	accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution
933	MK443500	MK443500.1	MK443500	2008-XX-XX	Asia	Taiwan			Homo sapiens	2020-01-11		Lee et al		Lee,C.-Y.	
934	MW306451	MW306451.1	BGD/101812/RSV_A/2008	2008-XX-XX	Asia	Bangladesh			Homo sapiens	2021-11-01		Rahman et al		Rahman,M.Z., Hossain,M.E., Sumiya,M.K., Islam,M.M., Begum,M.N., Hoque,A.F., Uddin,K.M.M., Hassan,M.Z., Rahman,M., Goswami,D.R., Brooks,W.A.	
935	MW306452	MW306452.1	BGD/231567/RSV_A/2008	2008-XX-XX	Asia	Bangladesh			Homo sapiens	2021-11-01		Rahman et al		Rahman,M.Z., Hossain,M.E., Sumiya,M.K., Islam,M.M., Begum,M.N., Hoque,A.F., Uddin,K.M.M., Hassan,M.Z., Rahman,M., Goswami,D.R., Brooks,W.A.	
936	MW306453	MW306453.1	BGD/282293/RSV_A/2008	2008-XX-XX	Asia	Bangladesh			Homo sapiens	2021-11-01		Rahman et al		Rahman,M.Z., Hossain,M.E., Sumiya,M.K., Islam,M.M., Begum,M.N., Hoque,A.F., Uddin,K.M.M., Hassan,M.Z., Rahman,M., Goswami,D.R., Brooks,W.A.	
937	MW306454	MW306454.1	BGD/336905/RSV_A/2008	2008-XX-XX	Asia	Bangladesh			Homo sapiens	2021-11-01		Rahman et al		Rahman,M.Z., Hossain,M.E., Sumiya,M.K., Islam,M.M., Begum,M.N., Hoque,A.F., Uddin,K.M.M., Hassan,M.Z., Rahman,M., Goswami,D.R., Brooks,W.A.	
938	OK649595	OK649595.1	OK649595	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
939	OK649596	OK649596.1	OK649596	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
940	OK649597	OK649597.1	OK649597	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
941	OK649598	OK649598.1	OK649598	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
942	OK649599	OK649599.1	OK649599	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
943	OK649600	OK649600.1	OK649600	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
944	OK649601	OK649601.1	OK649601	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
945	OK649602	OK649602.1	OK649602	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
946	OK649603	OK649603.1	OK649603	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
947	OK649604	OK649604.1	OK649604	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
948	OK649605	OK649605.1	OK649605	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
949	OK649606	OK649606.1	OK649606	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
950	OK649607	OK649607.1	OK649607	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
951	OK649608	OK649608.1	OK649608	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
952	OK649609	OK649609.1	OK649609	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
953	OK649610	OK649610.1	OK649610	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
954	OK649611	OK649611.1	OK649611	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
955	OK649612	OK649612.1	OK649612	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
956	OK649613	OK649613.1	OK649613	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
957	OK649614	OK649614.1	OK649614	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
958	OK649615	OK649615.1	OK649615	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
959	OK649616	OK649616.1	OK649616	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
960	OK649617	OK649617.1	OK649617	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
961	OK649618	OK649618.1	OK649618	2008-XX-XX	South America	Brazil			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.	
